cy_codigo,cy_conyuge_cobis,cy_ente_conyuge,cy_nombre_completo,cy_fecha_nacimiento,cy_tipo_identificacion,cy_identificacion,cy_fecha_registro,cy_usuario_registro,cy_fecha_modificacion,cy_usuario_modificacion,cy_p_nombre,cy_s_nombre,cy_p_apellido,cy_s_apellido,cy_gestion_gic
774,78664983,76912629,NOMBRE COMPLETO DEL CONYUGE78664983,01/01/88 12:00 AM, ,ID0078664983,08/05/19 12:00 AM,cs90816,,,,,,,
779,79077569,77487190,NOMBRE COMPLETO DEL CONYUGE79077569,01/01/88 12:00 AM,1,ID0079077569,08/05/19 12:00 AM,wz35003,,,,,,,
780,82385576,279356,NOMBRE COMPLETO DEL CONYUGE82385576,01/01/88 12:00 AM, ,ID0082385576,08/05/19 12:00 AM,kc05098,,,,,,,
781,82628789,77226982,NOMBRE COMPLETO DEL CONYUGE82628789,01/01/88 12:00 AM,3,ID0082628789,08/05/19 12:00 AM,ni863116,07/29/22 12:00 AM,cj28556,,,,,
782,82194100,0,NOMBRE COMPLETO DEL CONYUGE82194100,01/01/88 12:00 AM,1,ID0082194100,08/05/19 12:00 AM,ef97597,,,,,,,
784,82407464,17647334,NOMBRE COMPLETO DEL CONYUGE82407464,01/01/88 12:00 AM,1,ID0082407464,08/05/19 12:00 AM,cg85219,,,,,,,
785,79992445,77487182,NOMBRE COMPLETO DEL CONYUGE79992445,01/01/88 12:00 AM, ,ID0079992445,08/05/19 12:00 AM,wz35003,,,,,,,
786,79745057,0,NOMBRE COMPLETO DEL CONYUGE79745057,01/01/88 12:00 AM,1,ID0079745057,08/05/19 12:00 AM,ef97597,,,,,,,
787,81275360,736314,NOMBRE COMPLETO DEL CONYUGE81275360,01/01/88 12:00 AM, ,ID0081275360,08/05/19 12:00 AM,jv34996,,,,,,,
788,79698369,0,NOMBRE COMPLETO DEL CONYUGE79698369,01/01/88 12:00 AM,1,ID0079698369,08/05/19 12:00 AM,sa71179,,,,,,,
789,78765917,1093939,NOMBRE COMPLETO DEL CONYUGE78765917,01/01/88 12:00 AM, ,ID0078765917,08/05/19 12:00 AM,jn63992,,,,,,,
790,81904804,76798141,NOMBRE COMPLETO DEL CONYUGE81904804,01/01/88 12:00 AM, ,ID0081904804,08/05/19 12:00 AM,ni863116,,,,,,,
791,81189790,0,NOMBRE COMPLETO DEL CONYUGE81189790,01/01/88 12:00 AM,1,ID0081189790,08/05/19 12:00 AM,kc05098,,,,,,,
792,81059314,0,NOMBRE COMPLETO DEL CONYUGE81059314,01/01/88 12:00 AM,1,ID0081059314,08/05/19 12:00 AM,gb63117,,,,,,,
793,79666483,77246851,NOMBRE COMPLETO DEL CONYUGE79666483,01/01/88 12:00 AM, ,ID0079666483,08/05/19 12:00 AM,ni934574,,,,,,,
794,80229461,17542714,NOMBRE COMPLETO DEL CONYUGE80229461,01/01/88 12:00 AM, ,ID0080229461,08/05/19 12:00 AM,ni863116,,,,,,,
795,80406835,1378215,NOMBRE COMPLETO DEL CONYUGE80406835,01/01/88 12:00 AM, ,ID0080406835,08/05/19 12:00 AM,jr58239,,,,,,,
796,81908974,0,NOMBRE COMPLETO DEL CONYUGE81908974,01/01/88 12:00 AM,2,ID0081908974,08/05/19 12:00 AM,sa71179,07/29/22 12:00 AM,ni934863,,,,,
797,80301049,77893474,NOMBRE COMPLETO DEL CONYUGE80301049,01/01/88 12:00 AM,1,ID0080301049,08/06/19 12:00 AM,ef97597,12/28/20 12:00 AM,sa71179,,,,,
798,82586814,76844763,NOMBRE COMPLETO DEL CONYUGE82586814,01/01/88 12:00 AM, ,ID0082586814,08/06/19 12:00 AM,jv34996,,,,,,,
799,81896402,1513985,NOMBRE COMPLETO DEL CONYUGE81896402,01/01/88 12:00 AM, ,ID0081896402,08/06/19 12:00 AM,cs90816,,,,,,,
800,80999470,1241462,NOMBRE COMPLETO DEL CONYUGE80999470,01/01/88 12:00 AM,3,ID0080999470,08/06/19 12:00 AM,jr58239,,,,,,,
801,80081286,17547139,NOMBRE COMPLETO DEL CONYUGE80081286,01/01/88 12:00 AM, ,ID0080081286,08/06/19 12:00 AM,ez92106,06/18/21 12:00 AM,ni934767,,,,,
802,80477929,78410400,NOMBRE COMPLETO DEL CONYUGE80477929,01/01/88 12:00 AM,1,ID0080477929,08/06/19 12:00 AM,ni000235,,,,,,,
803,79726451,48348,NOMBRE COMPLETO DEL CONYUGE79726451,01/01/88 12:00 AM, ,ID0079726451,08/06/19 12:00 AM,es62052,,,,,,,
804,79035700,77487310,NOMBRE COMPLETO DEL CONYUGE79035700,01/01/88 12:00 AM,1,ID0079035700,08/06/19 12:00 AM,ni934551,12/21/21 12:00 AM,ni934766,,,,,
805,79250856,77829245,NOMBRE COMPLETO DEL CONYUGE79250856,01/01/88 12:00 AM,1,ID0079250856,08/06/19 12:00 AM,ni965201,,,,,,,
806,81291144,77487263,NOMBRE COMPLETO DEL CONYUGE81291144,01/01/88 12:00 AM, ,ID0081291144,08/06/19 12:00 AM,ah53081,,,,,,,
807,79407739,1375633,NOMBRE COMPLETO DEL CONYUGE79407739,01/01/88 12:00 AM, ,ID0079407739,08/06/19 12:00 AM,ni863116,,,,,,,
808,81497982,17634890,NOMBRE COMPLETO DEL CONYUGE81497982,01/01/88 12:00 AM, ,ID0081497982,08/06/19 12:00 AM,ni934551,,,,,,,
809,81324220,0,NOMBRE COMPLETO DEL CONYUGE81324220,01/01/88 12:00 AM,1,ID0081324220,08/06/19 12:00 AM,kc05098,08/06/19 12:00 AM,kc05098,,,,,
810,80752318,0,NOMBRE COMPLETO DEL CONYUGE80752318,01/01/88 12:00 AM,1,ID0080752318,08/06/19 12:00 AM,rt12899,,,,,,,
811,80086644,17619672,NOMBRE COMPLETO DEL CONYUGE80086644,01/01/88 12:00 AM, ,ID0080086644,08/06/19 12:00 AM,ni965201,,,,,,,
812,80601557,17565533,NOMBRE COMPLETO DEL CONYUGE80601557,01/01/88 12:00 AM, ,ID0080601557,08/06/19 12:00 AM,ni965201,,,,,,,
813,81128596,17527283,NOMBRE COMPLETO DEL CONYUGE81128596,01/01/88 12:00 AM, ,ID0081128596,08/07/19 12:00 AM,es62052,,,,,,,
814,79719790,0,NOMBRE COMPLETO DEL CONYUGE79719790,01/01/88 12:00 AM,3,ID0079719790,08/07/19 12:00 AM,lp08862,,,,,,,
815,82161287,0,NOMBRE COMPLETO DEL CONYUGE82161287,01/01/88 12:00 AM,1,ID0082161287,08/07/19 12:00 AM,ni934525,,,,,,,
817,81743991,77960090,NOMBRE COMPLETO DEL CONYUGE81743991,01/01/88 12:00 AM,3,ID0081743991,08/07/19 12:00 AM,js37023,,,,,,,
818,78935499,77334505,NOMBRE COMPLETO DEL CONYUGE78935499,01/01/88 12:00 AM,1,ID0078935499,08/07/19 12:00 AM,ah53081,01/19/23 12:00 AM,usrnetbank,,,,,
819,80978006,0,NOMBRE COMPLETO DEL CONYUGE80978006,01/01/88 12:00 AM,1,ID0080978006,08/07/19 12:00 AM,js37023,,,,,,,
820,79045047,17624958,NOMBRE COMPLETO DEL CONYUGE79045047,01/01/88 12:00 AM,1,ID0079045047,08/07/19 12:00 AM,jr58239,02/17/21 12:00 AM,jr58239,,,,,
821,80984570,17646184,NOMBRE COMPLETO DEL CONYUGE80984570,01/01/88 12:00 AM, ,ID0080984570,08/07/19 12:00 AM,ee48305,,,,,,,
822,79624365,0,NOMBRE COMPLETO DEL CONYUGE79624365,01/01/88 12:00 AM,1,ID0079624365,08/07/19 12:00 AM,ni965201,,,,,,,
823,81587655,198358,NOMBRE COMPLETO DEL CONYUGE81587655,01/01/88 12:00 AM, ,ID0081587655,08/07/19 12:00 AM,ni934544,,,,,,,
824,82634703,1065317,NOMBRE COMPLETO DEL CONYUGE82634703,01/01/88 12:00 AM, ,ID0082634703,08/07/19 12:00 AM,kc05098,,,,,,,
825,79719633,436782,NOMBRE COMPLETO DEL CONYUGE79719633,01/01/88 12:00 AM, ,ID0079719633,08/07/19 12:00 AM,jn63992,,,,,,,
826,78871393,0,NOMBRE COMPLETO DEL CONYUGE78871393,01/01/88 12:00 AM,1,ID0078871393,08/07/19 12:00 AM,gb63117,,,,,,,
828,80176392,0,NOMBRE COMPLETO DEL CONYUGE80176392,01/01/88 12:00 AM,1,ID0080176392,08/07/19 12:00 AM,ni965201,,,,,,,
829,79712205,17546156,NOMBRE COMPLETO DEL CONYUGE79712205,01/01/88 12:00 AM,1,ID0079712205,08/07/19 12:00 AM,ni000235,,,,,,,
830,81288402,76809984,NOMBRE COMPLETO DEL CONYUGE81288402,01/01/88 12:00 AM, ,ID0081288402,08/07/19 12:00 AM,sa71179,,,,,,,
832,79055751,0,NOMBRE COMPLETO DEL CONYUGE79055751,01/01/88 12:00 AM,1,ID0079055751,08/07/19 12:00 AM,ni934551,,,,,,,
833,81861129,77493794,NOMBRE COMPLETO DEL CONYUGE81861129,01/01/88 12:00 AM,1,ID0081861129,08/07/19 12:00 AM,ni965201,,,,,,,
834,79614041,1208990,NOMBRE COMPLETO DEL CONYUGE79614041,01/01/88 12:00 AM, ,ID0079614041,08/07/19 12:00 AM,jr93431,,,,,,,
835,82559850,1517218,NOMBRE COMPLETO DEL CONYUGE82559850,01/01/88 12:00 AM, ,ID0082559850,08/07/19 12:00 AM,ef97597,,,,,,,
836,80283199,723387,NOMBRE COMPLETO DEL CONYUGE80283199,01/01/88 12:00 AM,1,ID0080283199,08/07/19 12:00 AM,tl60000,08/07/19 12:00 AM,tl60000,,,,,
837,79895130,0,NOMBRE COMPLETO DEL CONYUGE79895130,01/01/88 12:00 AM,1,ID0079895130,08/07/19 12:00 AM,ef97597,,,,,,,
838,81783756,77487476,NOMBRE COMPLETO DEL CONYUGE81783756,01/01/88 12:00 AM,1,ID0081783756,08/08/19 12:00 AM,ni945110,04/06/22 12:00 AM,ni934725,,,,,
840,79217913,77230777,NOMBRE COMPLETO DEL CONYUGE79217913,01/01/88 12:00 AM,2,ID0079217913,08/08/19 12:00 AM,le34903,,,,,,,
841,80085648,17582246,NOMBRE COMPLETO DEL CONYUGE80085648,01/01/88 12:00 AM,1,ID0080085648,08/08/19 12:00 AM,jt20292,,,,,,,
842,78656310,77487433,NOMBRE COMPLETO DEL CONYUGE78656310,01/01/88 12:00 AM, ,ID0078656310,08/08/19 12:00 AM,ni945110,,,,,,,
844,80574860,17628625,NOMBRE COMPLETO DEL CONYUGE80574860,01/01/88 12:00 AM, ,ID0080574860,08/08/19 12:00 AM,ez92106,,,,,,,
845,79449857,0,NOMBRE COMPLETO DEL CONYUGE79449857,01/01/88 12:00 AM,1,ID0079449857,08/08/19 12:00 AM,yp02425,,,,,,,
846,79713783,0,NOMBRE COMPLETO DEL CONYUGE79713783,01/01/88 12:00 AM,1,ID0079713783,08/08/19 12:00 AM,cs90816,,,,,,,
848,79242950,76944857,NOMBRE COMPLETO DEL CONYUGE79242950,01/01/88 12:00 AM, ,ID0079242950,08/08/19 12:00 AM,ef97597,,,,,,,
849,80183267,0,NOMBRE COMPLETO DEL CONYUGE80183267,01/01/88 12:00 AM,1,ID0080183267,08/08/19 12:00 AM,ni934500,,,,,,,
850,79040797,77555536,NOMBRE COMPLETO DEL CONYUGE79040797,01/01/88 12:00 AM,1,ID0079040797,08/08/19 12:00 AM,js37023,,,,,,,
851,79105716,77487565,NOMBRE COMPLETO DEL CONYUGE79105716,01/01/88 12:00 AM,1,ID0079105716,08/08/19 12:00 AM,ni934574,,,,,,,
852,79651699,0,NOMBRE COMPLETO DEL CONYUGE79651699,01/01/88 12:00 AM,1,ID0079651699,08/08/19 12:00 AM,gb63117,,,,,,,
853,80921101,77482199,NOMBRE COMPLETO DEL CONYUGE80921101,01/01/88 12:00 AM,1,ID0080921101,08/08/19 12:00 AM,ef97597,10/05/22 12:00 AM,ni934814,,,,,
854,79141461,17573011,NOMBRE COMPLETO DEL CONYUGE79141461,01/01/88 12:00 AM, ,ID0079141461,08/08/19 12:00 AM,ni934574,,,,,,,
855,81242470,76850704,NOMBRE COMPLETO DEL CONYUGE81242470,01/01/88 12:00 AM,1,ID0081242470,08/08/19 12:00 AM,cg85219,01/19/22 12:00 AM,ni934523,,,,,
856,79011657,76623961,NOMBRE COMPLETO DEL CONYUGE79011657,01/01/88 12:00 AM,1,ID0079011657,08/08/19 12:00 AM,cg85219,,,,,,,
857,80111959,502179,NOMBRE COMPLETO DEL CONYUGE80111959,01/01/88 12:00 AM, ,ID0080111959,08/08/19 12:00 AM,gb63117,,,,,,,
859,82349120,1572080,NOMBRE COMPLETO DEL CONYUGE82349120,01/01/88 12:00 AM, ,ID0082349120,08/08/19 12:00 AM,np22417,,,,,,,
860,80250339,78228024,NOMBRE COMPLETO DEL CONYUGE80250339,01/01/88 12:00 AM,1,ID0080250339,08/08/19 12:00 AM,mp40611,,,,,,,
861,80482043,77478566,NOMBRE COMPLETO DEL CONYUGE80482043,01/01/88 12:00 AM, ,ID0080482043,08/08/19 12:00 AM,ni965201,,,,,,,
862,80796366,77339140,NOMBRE COMPLETO DEL CONYUGE80796366,01/01/88 12:00 AM, ,ID0080796366,08/08/19 12:00 AM,ni965201,,,,,,,
863,79867004,497743,NOMBRE COMPLETO DEL CONYUGE79867004,01/01/88 12:00 AM, ,ID0079867004,08/08/19 12:00 AM,nc46148,,,,,,,
864,79783862,77622888,NOMBRE COMPLETO DEL CONYUGE79783862,01/01/88 12:00 AM,1,ID0079783862,08/08/19 12:00 AM,ni965201,01/25/24 12:00 AM,ni31115,,,,,
865,79220710,0,NOMBRE COMPLETO DEL CONYUGE79220710,01/01/88 12:00 AM,1,ID0079220710,08/08/19 12:00 AM,es62052,,,,,,,
866,80509359,0,NOMBRE COMPLETO DEL CONYUGE80509359,01/01/88 12:00 AM,1,ID0080509359,08/08/19 12:00 AM,jt20292,,,,,,,
867,80756844,76895821,NOMBRE COMPLETO DEL CONYUGE80756844,01/01/88 12:00 AM, ,ID0080756844,08/08/19 12:00 AM,ni965201,,,,,,,
868,79346519,17567859,NOMBRE COMPLETO DEL CONYUGE79346519,01/01/88 12:00 AM, ,ID0079346519,08/08/19 12:00 AM,ni934544,,,,,,,
869,81295930,77285245,NOMBRE COMPLETO DEL CONYUGE81295930,01/01/88 12:00 AM, ,ID0081295930,08/09/19 12:00 AM,jt20292,,,,,,,
870,81923680,0,NOMBRE COMPLETO DEL CONYUGE81923680,01/01/88 12:00 AM,1,ID0081923680,08/09/19 12:00 AM,fm38193,,,,,,,
871,82439455,0,NOMBRE COMPLETO DEL CONYUGE82439455,01/01/88 12:00 AM,1,ID0082439455,08/09/19 12:00 AM,le34903,,,,,,,
872,82158685,77507167,NOMBRE COMPLETO DEL CONYUGE82158685,01/01/88 12:00 AM,1,ID0082158685,08/09/19 12:00 AM,ic31861,10/21/19 12:00 AM,tl60000,,,,,
873,81354391,77047727,NOMBRE COMPLETO DEL CONYUGE81354391,01/01/88 12:00 AM, ,ID0081354391,08/09/19 12:00 AM,mp40611,,,,,,,
874,82047751,77717153,NOMBRE COMPLETO DEL CONYUGE82047751,01/01/88 12:00 AM,1,ID0082047751,08/09/19 12:00 AM,ni969946,,,,,,,
875,82525785,77660550,NOMBRE COMPLETO DEL CONYUGE82525785,01/01/88 12:00 AM,1,ID0082525785,08/09/19 12:00 AM,ni934525,,,,,,,
876,81037213,77969578,NOMBRE COMPLETO DEL CONYUGE81037213,01/01/88 12:00 AM,1,ID0081037213,08/09/19 12:00 AM,ni965201,09/16/21 12:00 AM,ni891421,,,,,
877,82106626,0,NOMBRE COMPLETO DEL CONYUGE82106626,01/01/88 12:00 AM,1,ID0082106626,08/09/19 12:00 AM,rt12899,,,,,,,
878,80730624,77532897,NOMBRE COMPLETO DEL CONYUGE80730624,01/01/88 12:00 AM,1,ID0080730624,08/09/19 12:00 AM,ef97597,01/24/24 12:00 AM,usrnetbank,,,,,
879,78602198,76824916,NOMBRE COMPLETO DEL CONYUGE78602198,01/01/88 12:00 AM, ,ID0078602198,08/09/19 12:00 AM,js37023,,,,,,,
880,81690766,76957312,NOMBRE COMPLETO DEL CONYUGE81690766,01/01/88 12:00 AM, ,ID0081690766,08/09/19 12:00 AM,ef97597,,,,,,,
881,81942676,0,NOMBRE COMPLETO DEL CONYUGE81942676,01/01/88 12:00 AM,1,ID0081942676,08/09/19 12:00 AM,lp08862,,,,,,,
882,81001146,1663095,NOMBRE COMPLETO DEL CONYUGE81001146,01/01/88 12:00 AM, ,ID0081001146,08/09/19 12:00 AM,ni965201,,,,,,,
883,82401938,881524,NOMBRE COMPLETO DEL CONYUGE82401938,01/01/88 12:00 AM,1,ID0082401938,08/09/19 12:00 AM,nc46148,,,,,,,
884,80511736,0,NOMBRE COMPLETO DEL CONYUGE80511736,01/01/88 12:00 AM,3,ID0080511736,08/09/19 12:00 AM,kc05098,08/16/24 12:00 AM,ni32387,,,,,
885,81947031,77760415,NOMBRE COMPLETO DEL CONYUGE81947031,01/01/88 12:00 AM,1,ID0081947031,08/09/19 12:00 AM,ni934551,,,,,,,
886,79060518,0,NOMBRE COMPLETO DEL CONYUGE79060518,01/01/88 12:00 AM,1,ID0079060518,08/09/19 12:00 AM,ni907236,,,,,,,
887,79836753,0,NOMBRE COMPLETO DEL CONYUGE79836753,01/01/88 12:00 AM,1,ID0079836753,08/09/19 12:00 AM,ef97597,,,,,,,
888,78528281,77241043,NOMBRE COMPLETO DEL CONYUGE78528281,01/01/88 12:00 AM, ,ID0078528281,08/09/19 12:00 AM,ef97597,,,,,,,
889,80244967,0,NOMBRE COMPLETO DEL CONYUGE80244967,01/01/88 12:00 AM,1,ID0080244967,08/10/19 12:00 AM,mm50087,,,,,,,
890,82326820,17545666,NOMBRE COMPLETO DEL CONYUGE82326820,01/01/88 12:00 AM, ,ID0082326820,08/12/19 12:00 AM,jt20292,,,,,,,
891,80392362,17620068,NOMBRE COMPLETO DEL CONYUGE80392362,01/01/88 12:00 AM, ,ID0080392362,08/12/19 12:00 AM,gb63117,,,,,,,
892,80132115,77394605,NOMBRE COMPLETO DEL CONYUGE80132115,01/01/88 12:00 AM, ,ID0080132115,08/12/19 12:00 AM,jv34996,,,,,,,
893,79929506,0,NOMBRE COMPLETO DEL CONYUGE79929506,01/01/88 12:00 AM,1,ID0079929506,08/12/19 12:00 AM,sa71179,08/13/19 12:00 AM,sa71179,,,,,
894,81095264,734400,NOMBRE COMPLETO DEL CONYUGE81095264,01/01/88 12:00 AM, ,ID0081095264,08/12/19 12:00 AM,kc05098,,,,,,,
896,79123170,77502343,NOMBRE COMPLETO DEL CONYUGE79123170,01/01/88 12:00 AM,2,ID0079123170,08/12/19 12:00 AM,ef97597,,,,,,,
897,81418977,77564110,NOMBRE COMPLETO DEL CONYUGE81418977,01/01/88 12:00 AM,1,ID0081418977,08/12/19 12:00 AM,cg85219,,,,,,,
898,80392842,566588,NOMBRE COMPLETO DEL CONYUGE80392842,01/01/88 12:00 AM, ,ID0080392842,08/12/19 12:00 AM,ah53081,,,,,,,
899,81528675,0,NOMBRE COMPLETO DEL CONYUGE81528675,01/01/88 12:00 AM,1,ID0081528675,08/12/19 12:00 AM,jn63992,,,,,,,
900,80353715,77210520,NOMBRE COMPLETO DEL CONYUGE80353715,01/01/88 12:00 AM, ,ID0080353715,08/12/19 12:00 AM,ni934551,,,,,,,
901,81432376,76740151,NOMBRE COMPLETO DEL CONYUGE81432376,01/01/88 12:00 AM,1,ID0081432376,08/12/19 12:00 AM,rt12899,10/23/23 12:00 AM,usrnetbank,,,,,
902,78642874,78029935,NOMBRE COMPLETO DEL CONYUGE78642874,01/01/88 12:00 AM,1,ID0078642874,08/12/19 12:00 AM,ef97597,,,,,,,
903,82216316,17548762,NOMBRE COMPLETO DEL CONYUGE82216316,01/01/88 12:00 AM, ,ID0082216316,08/12/19 12:00 AM,jr58239,,,,,,,
905,81208646,309765,NOMBRE COMPLETO DEL CONYUGE81208646,01/01/88 12:00 AM, ,ID0081208646,08/12/19 12:00 AM,jr58239,,,,,,,
906,81813094,17652578,NOMBRE COMPLETO DEL CONYUGE81813094,01/01/88 12:00 AM, ,ID0081813094,08/12/19 12:00 AM,tl60000,,,,,,,
907,79556300,558205,NOMBRE COMPLETO DEL CONYUGE79556300,01/01/88 12:00 AM, ,ID0079556300,08/12/19 12:00 AM,jr58239,,,,,,,
908,82145834,0,NOMBRE COMPLETO DEL CONYUGE82145834,01/01/88 12:00 AM,1,ID0082145834,08/12/19 12:00 AM,ni907236,,,,,,,
909,81848955,0,NOMBRE COMPLETO DEL CONYUGE81848955,01/01/88 12:00 AM,1,ID0081848955,08/12/19 12:00 AM,ef97597,,,,,,,
910,79816973,792168,NOMBRE COMPLETO DEL CONYUGE79816973,01/01/88 12:00 AM, ,ID0079816973,08/12/19 12:00 AM,lp08862,,,,,,,
911,81013845,77714766,NOMBRE COMPLETO DEL CONYUGE81013845,01/01/88 12:00 AM,1,ID0081013845,08/12/19 12:00 AM,ni863116,,,,,,,
914,79419303,76994706,NOMBRE COMPLETO DEL CONYUGE79419303,01/01/88 12:00 AM, ,ID0079419303,08/12/19 12:00 AM,ah53081,,,,,,,
915,79407313,17644666,NOMBRE COMPLETO DEL CONYUGE79407313,01/01/88 12:00 AM,1,ID0079407313,08/12/19 12:00 AM,ni965201,,,,,,,
916,79756008,77033424,NOMBRE COMPLETO DEL CONYUGE79756008,01/01/88 12:00 AM, ,ID0079756008,08/12/19 12:00 AM,ni934574,,,,,,,
917,79067032,0,NOMBRE COMPLETO DEL CONYUGE79067032,01/01/88 12:00 AM,1,ID0079067032,08/12/19 12:00 AM,ni965201,04/05/24 12:00 AM,ni935376,,,,,
918,81412863,1475268,NOMBRE COMPLETO DEL CONYUGE81412863,01/01/88 12:00 AM,1,ID0081412863,08/12/19 12:00 AM,kc05098,06/20/23 12:00 AM,usrnetbank,,,,,
919,81977208,0,NOMBRE COMPLETO DEL CONYUGE81977208,01/01/88 12:00 AM,1,ID0081977208,08/12/19 12:00 AM,ni965201,,,,,,,
920,79760978,0,NOMBRE COMPLETO DEL CONYUGE79760978,01/01/88 12:00 AM,1,ID0079760978,08/13/19 12:00 AM,ni907236,,,,,,,
922,79923222,76700249,NOMBRE COMPLETO DEL CONYUGE79923222,01/01/88 12:00 AM, ,ID0079923222,08/13/19 12:00 AM,ni965201,,,,,,,
926,78845295,17628530,NOMBRE COMPLETO DEL CONYUGE78845295,01/01/88 12:00 AM, ,ID0078845295,08/13/19 12:00 AM,ni945110,,,,,,,
929,79608190,17470213,NOMBRE COMPLETO DEL CONYUGE79608190,01/01/88 12:00 AM, ,ID0079608190,08/13/19 12:00 AM,ni965201,,,,,,,
930,78997664,77482067,NOMBRE COMPLETO DEL CONYUGE78997664,01/01/88 12:00 AM, ,ID0078997664,08/13/19 12:00 AM,ef97597,,,,,,,
931,80104952,1662329,NOMBRE COMPLETO DEL CONYUGE80104952,01/01/88 12:00 AM, ,ID0080104952,08/13/19 12:00 AM,ni965201,,,,,,,
932,80222475,77482059,NOMBRE COMPLETO DEL CONYUGE80222475,01/01/88 12:00 AM, ,ID0080222475,08/13/19 12:00 AM,ef97597,,,,,,,
933,80635230,0,NOMBRE COMPLETO DEL CONYUGE80635230,01/01/88 12:00 AM,1,ID0080635230,08/13/19 12:00 AM,ni934500,,,,,,,
934,78868392,76802599,NOMBRE COMPLETO DEL CONYUGE78868392,01/01/88 12:00 AM, ,ID0078868392,08/13/19 12:00 AM,ni927499,,,,,,,
936,79656380,0,NOMBRE COMPLETO DEL CONYUGE79656380,01/01/88 12:00 AM,1,ID0079656380,08/13/19 12:00 AM,ni965201,,,,,,,
937,79243116,77503161,NOMBRE COMPLETO DEL CONYUGE79243116,01/01/88 12:00 AM,1,ID0079243116,08/13/19 12:00 AM,ef97597,,,,,,,
938,80842678,0,NOMBRE COMPLETO DEL CONYUGE80842678,01/01/88 12:00 AM,1,ID0080842678,08/13/19 12:00 AM,ni965201,,,,,,,
940,78722924,0,NOMBRE COMPLETO DEL CONYUGE78722924,01/01/88 12:00 AM,1,ID0078722924,08/13/19 12:00 AM,sc06763,,,,,,,
941,80124210,0,NOMBRE COMPLETO DEL CONYUGE80124210,01/01/88 12:00 AM,1,ID0080124210,08/13/19 12:00 AM,ef97597,,,,,,,
942,78941219,573147,NOMBRE COMPLETO DEL CONYUGE78941219,01/01/88 12:00 AM, ,ID0078941219,08/13/19 12:00 AM,ah53081,,,,,,,
944,81500550,77878904,NOMBRE COMPLETO DEL CONYUGE81500550,01/01/88 12:00 AM,1,ID0081500550,08/13/19 12:00 AM,ni965201,,,,,,,
945,78592435,0,NOMBRE COMPLETO DEL CONYUGE78592435,01/01/88 12:00 AM,1,ID0078592435,08/13/19 12:00 AM,js37023,,,,,,,
946,79517046,17571859,NOMBRE COMPLETO DEL CONYUGE79517046,01/01/88 12:00 AM, ,ID0079517046,08/13/19 12:00 AM,ni934544,,,,,,,
947,78611316,17567301,NOMBRE COMPLETO DEL CONYUGE78611316,01/01/88 12:00 AM, ,ID0078611316,08/14/19 12:00 AM,ni934569,06/06/22 12:00 AM,ni934948,,,,,
948,80060084,0,NOMBRE COMPLETO DEL CONYUGE80060084,01/01/88 12:00 AM,1,ID0080060084,08/14/19 12:00 AM,jt20292,,,,,,,
949,80689560,0,NOMBRE COMPLETO DEL CONYUGE80689560,01/01/88 12:00 AM,1,ID0080689560,08/14/19 12:00 AM,ni934569,,,,,,,
950,80574533,0,NOMBRE COMPLETO DEL CONYUGE80574533,01/01/88 12:00 AM,1,ID0080574533,08/14/19 12:00 AM,ef97597,,,,,,,
952,81683425,77489738,NOMBRE COMPLETO DEL CONYUGE81683425,01/01/88 12:00 AM,1,ID0081683425,08/14/19 12:00 AM,ni722797,,,,,,,
953,81513066,17579003,NOMBRE COMPLETO DEL CONYUGE81513066,01/01/88 12:00 AM, ,ID0081513066,08/14/19 12:00 AM,jr58239,,,,,,,
954,80385730,77309918,NOMBRE COMPLETO DEL CONYUGE80385730,01/01/88 12:00 AM, ,ID0080385730,08/14/19 12:00 AM,js37023,,,,,,,
955,80127723,17611148,NOMBRE COMPLETO DEL CONYUGE80127723,01/01/88 12:00 AM, ,ID0080127723,08/14/19 12:00 AM,ez92106,,,,,,,
956,79481696,77746935,NOMBRE COMPLETO DEL CONYUGE79481696,01/01/88 12:00 AM,1,ID0079481696,08/14/19 12:00 AM,ni965201,11/17/21 12:00 AM,fm38193,,,,,
957,80310471,76897905,NOMBRE COMPLETO DEL CONYUGE80310471,01/01/88 12:00 AM, ,ID0080310471,08/14/19 12:00 AM,ee48305,,,,,,,
958,79043214,1413483,NOMBRE COMPLETO DEL CONYUGE79043214,01/01/88 12:00 AM, ,ID0079043214,08/14/19 12:00 AM,ni965201,,,,,,,
959,82490302,17600809,NOMBRE COMPLETO DEL CONYUGE82490302,01/01/88 12:00 AM, ,ID0082490302,08/14/19 12:00 AM,ni934551,,,,,,,
960,81794839,77396713,NOMBRE COMPLETO DEL CONYUGE81794839,01/01/88 12:00 AM, ,ID0081794839,08/14/19 12:00 AM,ni722797,,,,,,,
961,80531427,0,NOMBRE COMPLETO DEL CONYUGE80531427,01/01/88 12:00 AM,1,ID0080531427,08/14/19 12:00 AM,ni965201,,,,,,,
962,81452326,17600519,NOMBRE COMPLETO DEL CONYUGE81452326,01/01/88 12:00 AM, ,ID0081452326,08/14/19 12:00 AM,ni934525,,,,,,,
963,82343474,905190,NOMBRE COMPLETO DEL CONYUGE82343474,01/01/88 12:00 AM, ,ID0082343474,08/14/19 12:00 AM,ef97597,,,,,,,
964,80991037,76672806,NOMBRE COMPLETO DEL CONYUGE80991037,01/01/88 12:00 AM,3,ID0080991037,08/14/19 12:00 AM,ef97597,04/19/22 12:00 AM,ni459688,,,,,
