cy_codigo,cy_conyuge_cobis,cy_ente_conyuge,cy_nombre_completo,cy_fecha_nacimiento,cy_tipo_identificacion,cy_identificacion,cy_fecha_registro,cy_usuario_registro,cy_fecha_modificacion,cy_usuario_modificacion,cy_p_nombre,cy_s_nombre,cy_p_apellido,cy_s_apellido,cy_gestion_gic
1,79629359,77553088,NOMBRE COMPLETO DEL CONYUGE79629359,01/01/88 12:00 AM,1,ID0079629359,06/08/19 12:00 AM,ni965201,,,,,,,
2,78871989,0,NOMBRE COMPLETO DEL CONYUGE78871989,01/01/88 12:00 AM,1,ID0078871989,06/08/19 12:00 AM,jq42194,,,,,,,
3,79543535,78260386,NOMBRE COMPLETO DEL CONYUGE79543535,01/01/88 12:00 AM,1,ID0079543535,06/08/19 12:00 AM,ah53081,,,,,,,
4,80305672,17493361,NOMBRE COMPLETO DEL CONYUGE80305672,01/01/88 12:00 AM, ,ID0080305672,06/09/19 12:00 AM,ef97597,,,,,,,
5,79371149,77065105,NOMBRE COMPLETO DEL CONYUGE79371149,01/01/88 12:00 AM, ,ID0079371149,06/09/19 12:00 AM,yt72574,,,,,,,
6,81696659,77483934,NOMBRE COMPLETO DEL CONYUGE81696659,01/01/88 12:00 AM,1,ID0081696659,06/09/19 12:00 AM,sc06763,11/22/24 12:00 AM,ni33454,,,,,
7,81727481,76914338,NOMBRE COMPLETO DEL CONYUGE81727481,01/01/88 12:00 AM,1,ID0081727481,06/10/19 12:00 AM,ez92106,05/17/23 12:00 AM,usrnetbank,,,,,
8,78631406,1041334,NOMBRE COMPLETO DEL CONYUGE78631406,01/01/88 12:00 AM, ,ID0078631406,06/10/19 12:00 AM,nc46148,,,,,,,
11,80664176,1669266,NOMBRE COMPLETO DEL CONYUGE80664176,01/01/88 12:00 AM, ,ID0080664176,06/10/19 12:00 AM,mo32383,,,,,,,
12,79770132,0,NOMBRE COMPLETO DEL CONYUGE79770132,01/01/88 12:00 AM,1,ID0079770132,06/10/19 12:00 AM,ez92106,06/14/21 12:00 AM,ni934767,,,,,
13,79347817,76824959,NOMBRE COMPLETO DEL CONYUGE79347817,01/01/88 12:00 AM, ,ID0079347817,06/10/19 12:00 AM,ni927499,,,,,,,
15,82625674,17516248,NOMBRE COMPLETO DEL CONYUGE82625674,01/01/88 12:00 AM, ,ID0082625674,06/10/19 12:00 AM,jq42194,,,,,,,
16,79119148,0,NOMBRE COMPLETO DEL CONYUGE79119148,01/01/88 12:00 AM,1,ID0079119148,06/10/19 12:00 AM,es62052,06/10/19 12:00 AM,es62052,,,,,
17,79877069,0,NOMBRE COMPLETO DEL CONYUGE79877069,01/01/88 12:00 AM,1,ID0079877069,06/10/19 12:00 AM,ni722797,,,,,,,
18,79402320,0,NOMBRE COMPLETO DEL CONYUGE79402320,01/01/88 12:00 AM,1,ID0079402320,06/10/19 12:00 AM,kc05098,,,,,,,
20,80218338,76975566,NOMBRE COMPLETO DEL CONYUGE80218338,01/01/88 12:00 AM,1,ID0080218338,06/10/19 12:00 AM,ah53081,,,,,,,
21,82252630,828509,NOMBRE COMPLETO DEL CONYUGE82252630,01/01/88 12:00 AM, ,ID0082252630,06/11/19 12:00 AM,jr58239,,,,,,,
22,78746980,1668524,NOMBRE COMPLETO DEL CONYUGE78746980,01/01/88 12:00 AM, ,ID0078746980,06/11/19 12:00 AM,le34903,,,,,,,
24,80849168,1135185,NOMBRE COMPLETO DEL CONYUGE80849168,01/01/88 12:00 AM, ,ID0080849168,06/11/19 12:00 AM,sa71179,,,,,,,
25,81793620,0,NOMBRE COMPLETO DEL CONYUGE81793620,01/01/88 12:00 AM,1,ID0081793620,06/11/19 12:00 AM,ah53081,,,,,,,
26,81177937,76873488,NOMBRE COMPLETO DEL CONYUGE81177937,01/01/88 12:00 AM, ,ID0081177937,06/11/19 12:00 AM,nc46148,,,,,,,
27,81186057,17566049,NOMBRE COMPLETO DEL CONYUGE81186057,01/01/88 12:00 AM, ,ID0081186057,06/11/19 12:00 AM,ni861547,,,,,,,
28,79094323,1631696,NOMBRE COMPLETO DEL CONYUGE79094323,01/01/88 12:00 AM, ,ID0079094323,06/11/19 12:00 AM,lp08862,,,,,,,
29,81150532,0,NOMBRE COMPLETO DEL CONYUGE81150532,01/01/88 12:00 AM,1,ID0081150532,06/11/19 12:00 AM,ni927499,,,,,,,
30,80985380,76993300,NOMBRE COMPLETO DEL CONYUGE80985380,01/01/88 12:00 AM,1,ID0080985380,06/11/19 12:00 AM,es62052,06/11/19 12:00 AM,es62052,,,,,
31,80633939,77703861,NOMBRE COMPLETO DEL CONYUGE80633939,01/01/88 12:00 AM,1,ID0080633939,06/11/19 12:00 AM,ni907236,01/06/22 12:00 AM,ni934880,,,,,
32,79526673,0,NOMBRE COMPLETO DEL CONYUGE79526673,01/01/88 12:00 AM,1,ID0079526673,06/11/19 12:00 AM,yt72574,,,,,,,
34,80241330,77267158,NOMBRE COMPLETO DEL CONYUGE80241330,01/01/88 12:00 AM, ,ID0080241330,06/11/19 12:00 AM,jv34996,,,,,,,
35,78673397,77202935,NOMBRE COMPLETO DEL CONYUGE78673397,01/01/88 12:00 AM,1,ID0078673397,06/11/19 12:00 AM,ni927499,,,,,,,
36,80548303,17551290,NOMBRE COMPLETO DEL CONYUGE80548303,01/01/88 12:00 AM, ,ID0080548303,06/11/19 12:00 AM,ni000235,,,,,,,
37,81844356,77932860,NOMBRE COMPLETO DEL CONYUGE81844356,01/01/88 12:00 AM,1,ID0081844356,06/11/19 12:00 AM,ni934544,,,,,,,
38,78788364,857631,NOMBRE COMPLETO DEL CONYUGE78788364,01/01/88 12:00 AM, ,ID0078788364,06/12/19 12:00 AM,kc05098,,,,,,,
39,78618370,427179,NOMBRE COMPLETO DEL CONYUGE78618370,01/01/88 12:00 AM, ,ID0078618370,06/12/19 12:00 AM,ni934544,,,,,,,
40,79087432,17644322,NOMBRE COMPLETO DEL CONYUGE79087432,01/01/88 12:00 AM,1,ID0079087432,06/12/19 12:00 AM,jr93431,,,,,,,
41,79010456,77481311,NOMBRE COMPLETO DEL CONYUGE79010456,01/01/88 12:00 AM, ,ID0079010456,06/12/19 12:00 AM,nc46148,,,,,,,
42,81897930,17631822,NOMBRE COMPLETO DEL CONYUGE81897930,01/01/88 12:00 AM, ,ID0081897930,06/12/19 12:00 AM,mm50087,,,,,,,
45,80123132,0,NOMBRE COMPLETO DEL CONYUGE80123132,01/01/88 12:00 AM,1,ID0080123132,06/12/19 12:00 AM,ms59972,,,,,,,
47,81180733,0,NOMBRE COMPLETO DEL CONYUGE81180733,01/01/88 12:00 AM,3,ID0081180733,06/12/19 12:00 AM,jn63992,,,,,,,
48,82473785,1060953,NOMBRE COMPLETO DEL CONYUGE82473785,01/01/88 12:00 AM, ,ID0082473785,06/12/19 12:00 AM,ni863116,,,,,,,
49,82543368,17589706,NOMBRE COMPLETO DEL CONYUGE82543368,01/01/88 12:00 AM, ,ID0082543368,06/12/19 12:00 AM,ni934522,,,,,,,
50,81217637,603373,NOMBRE COMPLETO DEL CONYUGE81217637,01/01/88 12:00 AM, ,ID0081217637,06/12/19 12:00 AM,le34903,,,,,,,
51,81926735,17636433,NOMBRE COMPLETO DEL CONYUGE81926735,01/01/88 12:00 AM, ,ID0081926735,06/12/19 12:00 AM,ee48305,,,,,,,
52,78823020,1095157,NOMBRE COMPLETO DEL CONYUGE78823020,01/01/88 12:00 AM,1,ID0078823020,06/13/19 12:00 AM,ah53081,06/17/19 12:00 AM,ah53081,,,,,
54,79211117,1677681,NOMBRE COMPLETO DEL CONYUGE79211117,01/01/88 12:00 AM,1,ID0079211117,06/13/19 12:00 AM,ee48305,,,,,,,
56,78808888,17557854,NOMBRE COMPLETO DEL CONYUGE78808888,01/01/88 12:00 AM, ,ID0078808888,06/13/19 12:00 AM,ni969946,,,,,,,
57,79113999,76708916,NOMBRE COMPLETO DEL CONYUGE79113999,01/01/88 12:00 AM,1,ID0079113999,06/13/19 12:00 AM,ni722797,07/17/19 12:00 AM,ni722797,,,,,
58,81227853,0,NOMBRE COMPLETO DEL CONYUGE81227853,01/01/88 12:00 AM,1,ID0081227853,06/13/19 12:00 AM,jr58239,,,,,,,
59,81766010,77980423,NOMBRE COMPLETO DEL CONYUGE81766010,01/01/88 12:00 AM,1,ID0081766010,06/13/19 12:00 AM,mo32383,07/02/24 12:00 AM,ni31833,,,,,
60,80104383,0,NOMBRE COMPLETO DEL CONYUGE80104383,01/01/88 12:00 AM,2,ID0080104383,06/13/19 12:00 AM,cs90816,03/25/20 12:00 AM,yp02425,,,,,
61,79736260,77779051,NOMBRE COMPLETO DEL CONYUGE79736260,01/01/88 12:00 AM,1,ID0079736260,06/13/19 12:00 AM,lp08862,,,,,,,
63,79572616,77050663,NOMBRE COMPLETO DEL CONYUGE79572616,01/01/88 12:00 AM, ,ID0079572616,06/13/19 12:00 AM,es62052,,,,,,,
64,80933460,17508881,NOMBRE COMPLETO DEL CONYUGE80933460,01/01/88 12:00 AM, ,ID0080933460,06/13/19 12:00 AM,np22417,,,,,,,
65,79076481,76802475,NOMBRE COMPLETO DEL CONYUGE79076481,01/01/88 12:00 AM, ,ID0079076481,06/13/19 12:00 AM,ah53081,,,,,,,
66,81414017,17460943,NOMBRE COMPLETO DEL CONYUGE81414017,01/01/88 12:00 AM, ,ID0081414017,06/13/19 12:00 AM,kc05098,,,,,,,
67,80165196,77705252,NOMBRE COMPLETO DEL CONYUGE80165196,01/01/88 12:00 AM,1,ID0080165196,06/13/19 12:00 AM,ms59972,,,,,,,
68,79232483,0,NOMBRE COMPLETO DEL CONYUGE79232483,01/01/88 12:00 AM,1,ID0079232483,06/14/19 12:00 AM,lp08862,,,,,,,
69,82103325,17568251,NOMBRE COMPLETO DEL CONYUGE82103325,01/01/88 12:00 AM,1,ID0082103325,06/14/19 12:00 AM,es62052,,,,,,,
70,81532249,17638044,NOMBRE COMPLETO DEL CONYUGE81532249,01/01/88 12:00 AM,1,ID0081532249,06/14/19 12:00 AM,mo38090,,,,,,,
71,78888113,77355090,NOMBRE COMPLETO DEL CONYUGE78888113,01/01/88 12:00 AM, ,ID0078888113,06/14/19 12:00 AM,le34903,,,,,,,
73,79585386,77700412,NOMBRE COMPLETO DEL CONYUGE79585386,01/01/88 12:00 AM,1,ID0079585386,06/14/19 12:00 AM,ah53081,,,,,,,
74,81069808,112235,NOMBRE COMPLETO DEL CONYUGE81069808,01/01/88 12:00 AM, ,ID0081069808,06/14/19 12:00 AM,ni722797,,,,,,,
75,80796650,0,NOMBRE COMPLETO DEL CONYUGE80796650,01/01/88 12:00 AM,1,ID0080796650,06/14/19 12:00 AM,cs90816,,,,,,,
76,81799806,110205,NOMBRE COMPLETO DEL CONYUGE81799806,01/01/88 12:00 AM, ,ID0081799806,06/14/19 12:00 AM,sa71179,,,,,,,
77,81293279,17520687,NOMBRE COMPLETO DEL CONYUGE81293279,01/01/88 12:00 AM, ,ID0081293279,06/14/19 12:00 AM,le34903,,,,,,,
78,80146957,0,NOMBRE COMPLETO DEL CONYUGE80146957,01/01/88 12:00 AM,1,ID0080146957,06/14/19 12:00 AM,mo32383,07/12/23 12:00 AM,ni31111,,,,,
81,81761760,77217975,NOMBRE COMPLETO DEL CONYUGE81761760,01/01/88 12:00 AM, ,ID0081761760,06/14/19 12:00 AM,ni927499,,,,,,,
85,81464286,0,NOMBRE COMPLETO DEL CONYUGE81464286,01/01/88 12:00 AM,1,ID0081464286,06/14/19 12:00 AM,mm50087,,,,,,,
87,81978930,17559487,NOMBRE COMPLETO DEL CONYUGE81978930,01/01/88 12:00 AM, ,ID0081978930,06/14/19 12:00 AM,ni934551,,,,,,,
88,79738670,17529248,NOMBRE COMPLETO DEL CONYUGE79738670,01/01/88 12:00 AM, ,ID0079738670,06/14/19 12:00 AM,ni965201,,,,,,,
89,82114815,77594680,NOMBRE COMPLETO DEL CONYUGE82114815,01/01/88 12:00 AM,1,ID0082114815,06/15/19 12:00 AM,jr93431,,,,,,,
92,78784105,77793224,NOMBRE COMPLETO DEL CONYUGE78784105,01/01/88 12:00 AM,1,ID0078784105,06/15/19 12:00 AM,np22417,07/01/19 12:00 AM,ni934500,,,,,
93,81823332,17656921,NOMBRE COMPLETO DEL CONYUGE81823332,01/01/88 12:00 AM, ,ID0081823332,06/15/19 12:00 AM,mm50087,,,,,,,
96,80939833,17614785,NOMBRE COMPLETO DEL CONYUGE80939833,01/01/88 12:00 AM, ,ID0080939833,06/15/19 12:00 AM,kc05098,,,,,,,
97,79364959,17559545,NOMBRE COMPLETO DEL CONYUGE79364959,01/01/88 12:00 AM, ,ID0079364959,06/15/19 12:00 AM,kc05098,,,,,,,
98,82127372,634436,NOMBRE COMPLETO DEL CONYUGE82127372,01/01/88 12:00 AM, ,ID0082127372,06/17/19 12:00 AM,np22417,,,,,,,
99,79634018,77146482,NOMBRE COMPLETO DEL CONYUGE79634018,01/01/88 12:00 AM, ,ID0079634018,06/17/19 12:00 AM,ah53081,,,,,,,
100,81968209,0,NOMBRE COMPLETO DEL CONYUGE81968209,01/01/88 12:00 AM,1,ID0081968209,06/17/19 12:00 AM,jq42194,08/14/19 12:00 AM,ah53081,,,,,
101,82053166,401919,NOMBRE COMPLETO DEL CONYUGE82053166,01/01/88 12:00 AM, ,ID0082053166,06/17/19 12:00 AM,jr58239,,,,,,,
102,82592016,17577893,NOMBRE COMPLETO DEL CONYUGE82592016,01/01/88 12:00 AM,1,ID0082592016,06/17/19 12:00 AM,ni934551,08/27/24 12:00 AM,usrnetbank,,,,,
103,82469869,77615954,NOMBRE COMPLETO DEL CONYUGE82469869,01/01/88 12:00 AM,1,ID0082469869,06/17/19 12:00 AM,ni934544,,,,,,,
108,81976058,77466827,NOMBRE COMPLETO DEL CONYUGE81976058,01/01/88 12:00 AM,2,ID0081976058,06/17/19 12:00 AM,ni934525,,,,,,,
109,80154542,17563377,NOMBRE COMPLETO DEL CONYUGE80154542,01/01/88 12:00 AM, ,ID0080154542,06/17/19 12:00 AM,lp08862,,,,,,,
112,81118825,0,NOMBRE COMPLETO DEL CONYUGE81118825,01/01/88 12:00 AM,1,ID0081118825,06/17/19 12:00 AM,cs90816,,,,,,,
113,81710155,77017127,NOMBRE COMPLETO DEL CONYUGE81710155,01/01/88 12:00 AM, ,ID0081710155,06/17/19 12:00 AM,ni907236,,,,,,,
114,80638892,1712017,NOMBRE COMPLETO DEL CONYUGE80638892,01/01/88 12:00 AM, ,ID0080638892,06/17/19 12:00 AM,ni722797,,,,,,,
115,79196754,76909008,NOMBRE COMPLETO DEL CONYUGE79196754,01/01/88 12:00 AM, ,ID0079196754,06/17/19 12:00 AM,ni907236,09/11/21 12:00 AM,ni934646,,,,,
117,81254869,0,NOMBRE COMPLETO DEL CONYUGE81254869,01/01/88 12:00 AM,1,ID0081254869,06/17/19 12:00 AM,ni965201,,,,,,,
118,81966770,0,NOMBRE COMPLETO DEL CONYUGE81966770,01/01/88 12:00 AM,1,ID0081966770,06/18/19 12:00 AM,jv34996,03/24/22 12:00 AM,sa71179,,,,,
119,79646130,0,NOMBRE COMPLETO DEL CONYUGE79646130,01/01/88 12:00 AM,1,ID0079646130,06/18/19 12:00 AM,ni934500,06/24/19 12:00 AM,np22417,,,,,
121,81087482,929844,NOMBRE COMPLETO DEL CONYUGE81087482,01/01/88 12:00 AM, ,ID0081087482,06/18/19 12:00 AM,np22417,,,,,,,
122,81757712,399865,NOMBRE COMPLETO DEL CONYUGE81757712,01/01/88 12:00 AM, ,ID0081757712,06/18/19 12:00 AM,np22417,,,,,,,
123,82609989,17586873,NOMBRE COMPLETO DEL CONYUGE82609989,01/01/88 12:00 AM, ,ID0082609989,06/18/19 12:00 AM,le34903,,,,,,,
127,79683515,17633400,NOMBRE COMPLETO DEL CONYUGE79683515,01/01/88 12:00 AM, ,ID0079683515,06/18/19 12:00 AM,ni934525,,,,,,,
129,82031383,1379270,NOMBRE COMPLETO DEL CONYUGE82031383,01/01/88 12:00 AM, ,ID0082031383,06/18/19 12:00 AM,ni945110,,,,,,,
130,81590010,77481044,NOMBRE COMPLETO DEL CONYUGE81590010,01/01/88 12:00 AM, ,ID0081590010,06/18/19 12:00 AM,jq42194,,,,,,,
131,82352210,76618402,NOMBRE COMPLETO DEL CONYUGE82352210,01/01/88 12:00 AM, ,ID0082352210,06/18/19 12:00 AM,ni863116,,,,,,,
132,79364983,0,NOMBRE COMPLETO DEL CONYUGE79364983,01/01/88 12:00 AM,3,ID0079364983,06/18/19 12:00 AM,ni969946,06/18/19 12:00 AM,ni969946,,,,,
133,79450740,77481028,NOMBRE COMPLETO DEL CONYUGE79450740,01/01/88 12:00 AM, ,ID0079450740,06/18/19 12:00 AM,jq42194,,,,,,,
134,78961554,77499792,NOMBRE COMPLETO DEL CONYUGE78961554,01/01/88 12:00 AM,1,ID0078961554,06/18/19 12:00 AM,jr58239,,,,,,,
136,79221104,0,NOMBRE COMPLETO DEL CONYUGE79221104,01/01/88 12:00 AM,1,ID0079221104,06/18/19 12:00 AM,jq42194,,,,,,,
137,79796492,0,NOMBRE COMPLETO DEL CONYUGE79796492,01/01/88 12:00 AM,1,ID0079796492,06/18/19 12:00 AM,np22417,06/18/19 12:00 AM,np22417,,,,,
138,82500022,17610612,NOMBRE COMPLETO DEL CONYUGE82500022,01/01/88 12:00 AM, ,ID0082500022,06/18/19 12:00 AM,ni863116,,,,,,,
139,82638482,0,NOMBRE COMPLETO DEL CONYUGE82638482,01/01/88 12:00 AM,1,ID0082638482,06/18/19 12:00 AM,ni965201,,,,,,,
140,81834555,0,NOMBRE COMPLETO DEL CONYUGE81834555,01/01/88 12:00 AM,1,ID0081834555,06/18/19 12:00 AM,ni965201,,,,,,,
141,82515887,76760403,NOMBRE COMPLETO DEL CONYUGE82515887,01/01/88 12:00 AM, ,ID0082515887,06/19/19 12:00 AM,le34903,,,,,,,
142,79066729,17487841,NOMBRE COMPLETO DEL CONYUGE79066729,01/01/88 12:00 AM, ,ID0079066729,06/19/19 12:00 AM,gb63117,,,,,,,
144,78858931,0,NOMBRE COMPLETO DEL CONYUGE78858931,01/01/88 12:00 AM,1,ID0078858931,06/19/19 12:00 AM,ah53081,,,,,,,
146,81585520,1739556,NOMBRE COMPLETO DEL CONYUGE81585520,01/01/88 12:00 AM,1,ID0081585520,06/19/19 12:00 AM,jr93431,,,,,,,
147,79630136,0,NOMBRE COMPLETO DEL CONYUGE79630136,01/01/88 12:00 AM,3,ID0079630136,06/19/19 12:00 AM,rt12899,,,,,,,
148,80812582,78413760,NOMBRE COMPLETO DEL CONYUGE80812582,01/01/88 12:00 AM,1,ID0080812582,06/19/19 12:00 AM,lp08862,,,,,,,
149,80040458,0,NOMBRE COMPLETO DEL CONYUGE80040458,01/01/88 12:00 AM,1,ID0080040458,06/19/19 12:00 AM,ni965201,,,,,,,
151,81332568,699017,NOMBRE COMPLETO DEL CONYUGE81332568,01/01/88 12:00 AM, ,ID0081332568,06/20/19 12:00 AM,jv34996,,,,,,,
152,81668655,77165800,NOMBRE COMPLETO DEL CONYUGE81668655,01/01/88 12:00 AM, ,ID0081668655,06/20/19 12:00 AM,mo38090,,,,,,,
153,82357378,17549030,NOMBRE COMPLETO DEL CONYUGE82357378,01/01/88 12:00 AM, ,ID0082357378,06/20/19 12:00 AM,ah53081,,,,,,,
155,82185208,0,NOMBRE COMPLETO DEL CONYUGE82185208,01/01/88 12:00 AM,2,ID0082185208,06/20/19 12:00 AM,ni965201,,,,,,,
156,78843780,17649275,NOMBRE COMPLETO DEL CONYUGE78843780,01/01/88 12:00 AM, ,ID0078843780,06/20/19 12:00 AM,ni934525,,,,,,,
158,79236926,0,NOMBRE COMPLETO DEL CONYUGE79236926,01/01/88 12:00 AM,1,ID0079236926,06/20/19 12:00 AM,ni927499,,,,,,,
159,81970815,77491023,NOMBRE COMPLETO DEL CONYUGE81970815,01/01/88 12:00 AM,3,ID0081970815,06/20/19 12:00 AM,wz35003,06/21/24 12:00 AM,ni31919,,,,,
161,81553262,77288279,NOMBRE COMPLETO DEL CONYUGE81553262,01/01/88 12:00 AM,3,ID0081553262,06/20/19 12:00 AM,ni722797,12/14/19 12:00 AM,rm69726,,,,,
162,82651179,76879338,NOMBRE COMPLETO DEL CONYUGE82651179,01/01/88 12:00 AM,3,ID0082651179,06/20/19 12:00 AM,jv34996,06/30/22 12:00 AM,ni934573,,,,,
164,78748427,0,NOMBRE COMPLETO DEL CONYUGE78748427,01/01/88 12:00 AM,1,ID0078748427,06/20/19 12:00 AM,ni965201,,,,,,,
165,78975679,77127470,NOMBRE COMPLETO DEL CONYUGE78975679,01/01/88 12:00 AM, ,ID0078975679,06/20/19 12:00 AM,ni934522,,,,,,,
166,79213551,1671379,NOMBRE COMPLETO DEL CONYUGE79213551,01/01/88 12:00 AM, ,ID0079213551,06/20/19 12:00 AM,ni965201,,,,,,,
167,79634310,77201572,NOMBRE COMPLETO DEL CONYUGE79634310,01/01/88 12:00 AM,1,ID0079634310,06/20/19 12:00 AM,le34903,12/17/19 12:00 AM,le34903,,,,,
169,82094610,0,NOMBRE COMPLETO DEL CONYUGE82094610,01/01/88 12:00 AM,1,ID0082094610,06/20/19 12:00 AM,ni965201,,,,,,,
170,81268916,5454,NOMBRE COMPLETO DEL CONYUGE81268916,01/01/88 12:00 AM, ,ID0081268916,06/20/19 12:00 AM,ni965201,,,,,,,
172,78921617,76789541,NOMBRE COMPLETO DEL CONYUGE78921617,01/01/88 12:00 AM, ,ID0078921617,06/20/19 12:00 AM,ni965201,,,,,,,
173,81647631,17657335,NOMBRE COMPLETO DEL CONYUGE81647631,01/01/88 12:00 AM,1,ID0081647631,06/20/19 12:00 AM,ah53081,,,,,,,
174,82000739,212712,NOMBRE COMPLETO DEL CONYUGE82000739,01/01/88 12:00 AM, ,ID0082000739,06/21/19 12:00 AM,ni863116,,,,,,,
175,80321180,17598501,NOMBRE COMPLETO DEL CONYUGE80321180,01/01/88 12:00 AM, ,ID0080321180,06/21/19 12:00 AM,rt12899,,,,,,,
176,79874590,0,NOMBRE COMPLETO DEL CONYUGE79874590,01/01/88 12:00 AM,1,ID0079874590,06/21/19 12:00 AM,cs90816,07/16/19 12:00 AM,cs90816,,,,,
177,79477753,146175,NOMBRE COMPLETO DEL CONYUGE79477753,01/01/88 12:00 AM,1,ID0079477753,06/21/19 12:00 AM,ni934525,09/18/23 12:00 AM,ni935273,,,,,
178,82198385,1180587,NOMBRE COMPLETO DEL CONYUGE82198385,01/01/88 12:00 AM, ,ID0082198385,06/21/19 12:00 AM,ni965201,,,,,,,
179,81888914,330761,NOMBRE COMPLETO DEL CONYUGE81888914,01/01/88 12:00 AM, ,ID0081888914,06/21/19 12:00 AM,mm50087,,,,,,,
180,78810017,77047719,NOMBRE COMPLETO DEL CONYUGE78810017,01/01/88 12:00 AM,1,ID0078810017,06/21/19 12:00 AM,ni934544,,,,,,,
181,80746768,76902593,NOMBRE COMPLETO DEL CONYUGE80746768,01/01/88 12:00 AM, ,ID0080746768,06/21/19 12:00 AM,kc05098,,,,,,,
182,79570176,17657586,NOMBRE COMPLETO DEL CONYUGE79570176,01/01/88 12:00 AM,1,ID0079570176,06/21/19 12:00 AM,jr93431,,,,,,,
183,81019193,1162965,NOMBRE COMPLETO DEL CONYUGE81019193,01/01/88 12:00 AM,1,ID0081019193,06/21/19 12:00 AM,jr93431,,,,,,,
184,79454095,76962936,NOMBRE COMPLETO DEL CONYUGE79454095,01/01/88 12:00 AM, ,ID0079454095,06/21/19 12:00 AM,le34903,,,,,,,
185,79288500,77293639,NOMBRE COMPLETO DEL CONYUGE79288500,01/01/88 12:00 AM, ,ID0079288500,06/21/19 12:00 AM,ni863116,,,,,,,
186,79713759,622381,NOMBRE COMPLETO DEL CONYUGE79713759,01/01/88 12:00 AM, ,ID0079713759,06/21/19 12:00 AM,ni863116,,,,,,,
187,80503997,0,NOMBRE COMPLETO DEL CONYUGE80503997,01/01/88 12:00 AM,1,ID0080503997,06/21/19 12:00 AM,ni965201,,,,,,,
188,81822700,0,NOMBRE COMPLETO DEL CONYUGE81822700,01/01/88 12:00 AM,1,ID0081822700,06/22/19 12:00 AM,kc05098,,,,,,,
189,79119130,77484868,NOMBRE COMPLETO DEL CONYUGE79119130,01/01/88 12:00 AM,3,ID0079119130,06/22/19 12:00 AM,jv34996,,,,,,,
190,79862428,1235373,NOMBRE COMPLETO DEL CONYUGE79862428,01/01/88 12:00 AM, ,ID0079862428,06/22/19 12:00 AM,ni934522,,,,,,,
192,81752575,77479350,NOMBRE COMPLETO DEL CONYUGE81752575,01/01/88 12:00 AM, ,ID0081752575,06/22/19 12:00 AM,ni927499,,,,,,,
193,78795816,17617768,NOMBRE COMPLETO DEL CONYUGE78795816,01/01/88 12:00 AM,1,ID0078795816,06/22/19 12:00 AM,es62052,,,,,,,
195,79497290,0,NOMBRE COMPLETO DEL CONYUGE79497290,01/01/88 12:00 AM,1,ID0079497290,06/22/19 12:00 AM,ni945756,,,,,,,
196,81376018,361840,NOMBRE COMPLETO DEL CONYUGE81376018,01/01/88 12:00 AM, ,ID0081376018,06/24/19 12:00 AM,ni907236,,,,,,,
197,81204950,0,NOMBRE COMPLETO DEL CONYUGE81204950,01/01/88 12:00 AM,1,ID0081204950,06/24/19 12:00 AM,fm38193,03/14/24 12:00 AM,ni934566,,,,,
199,80718705,76918813,NOMBRE COMPLETO DEL CONYUGE80718705,01/01/88 12:00 AM,1,ID0080718705,06/24/19 12:00 AM,ni934500,09/25/23 12:00 AM,usrnetbank,,,,,
200,79312428,1016930,NOMBRE COMPLETO DEL CONYUGE79312428,01/01/88 12:00 AM, ,ID0079312428,06/24/19 12:00 AM,le34903,,,,,,,
202,82030611,187252,NOMBRE COMPLETO DEL CONYUGE82030611,01/01/88 12:00 AM, ,ID0082030611,06/24/19 12:00 AM,ni934500,,,,,,,
203,81324557,77407170,NOMBRE COMPLETO DEL CONYUGE81324557,01/01/88 12:00 AM,1,ID0081324557,06/24/19 12:00 AM,ni934551,,,,,,,
204,81014736,1613348,NOMBRE COMPLETO DEL CONYUGE81014736,01/01/88 12:00 AM, ,ID0081014736,06/24/19 12:00 AM,jq42194,,,,,,,
208,79535028,17608024,NOMBRE COMPLETO DEL CONYUGE79535028,01/01/88 12:00 AM, ,ID0079535028,06/24/19 12:00 AM,ni945110,,,,,,,
209,78705728,77519882,NOMBRE COMPLETO DEL CONYUGE78705728,01/01/88 12:00 AM,1,ID0078705728,06/24/19 12:00 AM,jq42194,,,,,,,
210,80862520,77840613,NOMBRE COMPLETO DEL CONYUGE80862520,01/01/88 12:00 AM,1,ID0080862520,06/24/19 12:00 AM,ah53081,10/30/23 12:00 AM,usrnetbank,,,,,
211,80050259,0,NOMBRE COMPLETO DEL CONYUGE80050259,01/01/88 12:00 AM,3,ID0080050259,06/24/19 12:00 AM,ni863116,06/27/19 12:00 AM,ni863116,,,,,
213,81774340,76943702,NOMBRE COMPLETO DEL CONYUGE81774340,01/01/88 12:00 AM, ,ID0081774340,06/24/19 12:00 AM,jq42194,,,,,,,
214,80325703,724823,NOMBRE COMPLETO DEL CONYUGE80325703,01/01/88 12:00 AM, ,ID0080325703,06/24/19 12:00 AM,tl60000,,,,,,,
217,81280193,17616955,NOMBRE COMPLETO DEL CONYUGE81280193,01/01/88 12:00 AM, ,ID0081280193,06/25/19 12:00 AM,ni969946,,,,,,,
219,79591041,0,NOMBRE COMPLETO DEL CONYUGE79591041,01/01/88 12:00 AM,1,ID0079591041,06/25/19 12:00 AM,es62052,05/10/21 12:00 AM,ni934522,,,,,
220,80078072,17566227,NOMBRE COMPLETO DEL CONYUGE80078072,01/01/88 12:00 AM, ,ID0080078072,06/25/19 12:00 AM,ni934500,,,,,,,
