en_ente;en_nombre;en_subtipo;en_filial;en_oficina;en_ced_ruc;en_fecha_crea;en_fecha_mod;en_imagen;en_direccion;en_referencia;en_casilla;en_casilla_def;en_tipo_dp;en_balance;en_grupo;en_pais;en_oficial;en_actividad;en_retencion;en_mala_referencia;en_comentario;en_cont_malas;en_nomlar;en_patrimonio_tec;en_vinculacion;en_tipo_vinculacion;c_posicion;c_tipo_compania;c_rep_legal;c_activo;c_pasivo;c_es_grupo;c_capital_social;c_reserva_legal;c_fecha_const;c_nombre_completo;c_plazo;c_estatutos;c_direccion_domicilio;c_fecha_inscrp;c_objeto_social;c_fecha_aum_capital;c_rep_jud;c_rep_ex_jud;c_notaria;c_capital_inicial;c_num_acciones;c_cap_pagado;p_c_apellido;p_nit;p_carne_electoral;p_licencia;en_reg_fiscal;en_giro;p_dir;p_din;en_calificacion;c_tamano;s_tipo_soc_hecho;p_p_apellido;p_s_apellido;p_sexo;p_fecha_nac;p_profesion;p_pasaporte;p_estado_civil;p_num_cargas;p_nivel_ing;p_nivel_egr;p_tipo_persona;p_personal;p_propiedad;p_trabajo;p_soc_hecho;p_fecha_ingreso;p_fecha_expira;en_categoria;en_serv_adic;en_comen_adic;en_nombre_largo;en_usuario_crea;en_usuario_mod;en_oficina_mod;en_paga_iva;p_fecha_emision_cedula;p_fecha_expiracion_cedula;p_dependientes;p_oficio;en_domiciliado;c_folio;c_libro;p_carnet_res;p_carnet_min;p_partida_nac;p_fecha_emision_dui;p_fecha_vencimiento_dui;en_banca;p_emp_banc;p_representado;en_coment_act;en_fecha_act;en_nombre2;en_pais_nac;en_rango_ingresos;en_nombre1;en_tipo_segmento;en_segmento_negocio;en_afiliate_code;en_std_industry_code;en_glb_finance_cid;en_pais_residencia;en_base_number;en_ciudad_nac;en_perfil;;;;;;;;;
78534400;NOMBRE_78534400;P;1;122;IDENTIFCR_78534400;Nov 21 2016 12;12:00:00 AM;Nov 21 2016 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78534400;0;NOMLAR_78534400;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78534400;IDENTIFN_78534400;;;;105;;IDENTIFD_78534400;N;;;APELLIDOP_78534400;APELLIDOS_78534400;M;Mar 16 1970 12;12:00:00 AM;0;;S;;;;PA;;;1;;;;A;;;NOMBRELAR_78534400;sa;;;S;;;0;;;;;;;;;;OTR;;;;;;;;NOMBRE1_78534400;92;9299;;;0;1;0;;N;;;;;;
78534419;NOMBRE_78534419;P;1;122;IDENTIFCR_78534419;Oct 21 2016 12;12:00:00 AM;Nov 9 2016 12;14PM;;2;;;;;1;;1;22;1000;S;S;COMENTARIO_78534419;1;NOMLAR_78534419;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78534419;;;0;96;;IDENTIFD_78534419;N;COR;;APELLIDOP_78534419;APELLIDOS_78534419;M;Nov 22 1992 12;12:00:00 AM;1400;;C;;;;PA;1;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78534419;sa;kl39596;132;S;;;1;;S;;;;;;;;OTR;;;;Nov 9 2016 12;14PM;NOMBRE2_78534419;1;C;NOMBRE1_78534419;92;9299;;;0;1;0;;N;;;;;
78534427;NOMBRE_78534427;P;1;122;IDENTIFCR_78534427;Aug 28 2015 12;12:00:00 AM;Aug 28 2015 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78534427;0;NOMLAR_78534427;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78534427;IDENTIFN_78534427;;;;105;;IDENTIFD_78534427;N;;;APELLIDOP_78534427;APELLIDOS_78534427;F;Aug 24 1954 12;12:00:00 AM;0;;S;;;;PA;;;1;;;;A;;;NOMBRELAR_78534427;sa;;;S;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78534427;;;NOMBRE1_78534427;92;9299;;;0;1;0;;N;;;;;;
78534435;NOMBRE_78534435;P;1;238;IDENTIFCR_78534435;Nov 10 2006 12;12:00:00 AM;Mar 31 2010  8;20PM;;3;;;;;;;1;19;1000;S;N;COMENTARIO_78534435;0;NOMLAR_78534435;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78534435;;;;105;;IDENTIFD_78534435;N;;;APELLIDOP_78534435;APELLIDOS_78534435;M;Oct 5 1982 12;12:00:00 AM;0;;C;;;;PA;2;;1;;;Jan 1 2050 12;12:00:00 AM;A;;;NOMBRELAR_78534435;sa;;;N;;;0;;S;;;;;;;;OTR;;;;;NOMBRE2_78534435;;A;NOMBRE1_78534435;92;9299;;;0;1;0;;N;;;;;
78534443;NOMBRE_78534443;P;1;122;IDENTIFCR_78534443;Nov 20 2021 12;12:00:00 AM;Jan 12 2023 12;49PM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78534443;0;NOMLAR_78534443;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78534443;IDENTIFN_78534443;;;;105;;IDENTIFD_78534443;N;;;APELLIDOP_78534443;APELLIDOS_78534443;F;Oct 22 1994 12;12:00:00 AM;0;;C;;;;PA;;;1;;;;A;;;NOMBRELAR_78534443;sa;ni934865;;S;;;;;;;;;;;;;OTR;;;;;NOMBRE2_78534443;;;NOMBRE1_78534443;92;9299;;;0;1;0;;N;;;;;;
78534451;NOMBRE_78534451;P;1;238;IDENTIFCR_78534451;Mar 8 2005 12;12:00:00 AM;Mar 31 2010  8;02:00:00 PM;;2;;;;;;;1;19;1000;S;N;COMENTARIO_78534451;0;NOMLAR_78534451;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78534451;;;;105;;IDENTIFD_78534451;N;;;APELLIDOP_78534451;APELLIDOS_78534451;M;Sep 7 1956 12;12:00:00 AM;92;;C;;;;PA;2;;1;;;Jan 1 2050 12;12:00:00 AM;A;;;NOMBRELAR_78534451;sa;;;N;;;0;;S;;;;;;;;OTR;;;;;NOMBRE2_78534451;;I;NOMBRE1_78534451;92;9299;;;0;1;0;;N;;;;;
78534460;NOMBRE_78534460;P;1;172;IDENTIFCR_78534460;Jan 31 2005 12;12:00:00 AM;Mar 31 2010  8;02:00:00 PM;;2;;;;;;;1;22;1000;S;N;COMENTARIO_78534460;0;NOMLAR_78534460;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78534460;;;;105;;IDENTIFD_78534460;N;;;APELLIDOP_78534460;APELLIDOS_78534460;M;Jan 22 1938 12;12:00:00 AM;2308;;C;;;;PA;3;;1;;;Dec 31 2008 12;12:00:00 AM;A;;;NOMBRELAR_78534460;sa;;;N;;;0;;S;;;;;;;;OTR;;;;;NOMBRE2_78534460;;I;NOMBRE1_78534460;92;9221;;;0;1;0;;N;;;;;
78534478;NOMBRE_78534478;P;1;122;IDENTIFCR_78534478;Feb 26 2012 12;12:00:00 AM;Mar 29 2012 12;12:00:00 AM;;2;;;;;;;1;1;1300;S;N;COMENTARIO_78534478;;NOMLAR_78534478;;;;N;4;;;;;;;;COMCOMP_78534478;;;;;;;;;;;;;;IDENTIFN_78534478;;;;105;;IDENTIFD_78534478;N;;;APELLIDOP_78534478;;M;Apr 8 1967 12;12:00:00 AM;0;;C;;;;PA;;;1;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78534478;;;;;;;1;;;;;;;;;;OTR;;;;;;;A;NOMBRE1_78534478;92;9299;;;0;1;0;;N;;;;;
78534486;NOMBRE_78534486;P;1;122;IDENTIFCR_78534486;Feb 26 2012 12;12:00:00 AM;Feb 26 2012 12;12:00:00 AM;;2;;;;;;;1;1;1400;S;N;COMENTARIO_78534486;;NOMLAR_78534486;;;;N;4;;;;;;;;COMCOMP_78534486;;;;;;;;;;;;;;IDENTIFN_78534486;;;;105;;IDENTIFD_78534486;N;;;APELLIDOP_78534486;APELLIDOS_78534486;M;Dec 9 1982 12;12:00:00 AM;0;;C;;;;PA;;;1;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78534486;;;;;;;0;;;;;;;;;;OTR;;;;;;;B;NOMBRE1_78534486;92;9299;;;0;1;0;;N;;;;;
78534494;NOMBRE_78534494;P;1;122;IDENTIFCR_78534494;Feb 9 2023 12;12:00:00 AM;Feb 9 2023 12;52PM;;2;;;;;;;1;1;1000;S;N;COMENTARIO_78534494;0;NOMLAR_78534494;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78534494;IDENTIFN_78534494;;;;208;;IDENTIFD_78534494;N;;;APELLIDOP_78534494;APELLIDOS_78534494;F;Jun 1 1993 12;12:00:00 AM;108;;S;;;;PA;1;;1;;;;A;;;NOMBRELAR_78534494;sa;;;S;Oct 25 2019 12;12:00:00 AM;Oct 25 2029 12;12:00:00 AM;;;;;;;;;;;OTR;;;;;NOMBRE2_78534494;1;C;NOMBRE1_78534494;92;9299;;;0;1;0;305;N;;;;
78534508;NOMBRE_78534508;P;1;192;IDENTIFCR_78534508;Nov 16 2000 12;12:00:00 AM;Apr 2 2024  9;46AM;;2;;;;;;;1;20;1600;S;N;COMENTARIO_78534508;0;NOMLAR_78534508;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78534508;;;0;66;;IDENTIFD_78534508;N;COR;;APELLIDOP_78534508;APELLIDOS_78534508;M;Dec 3 1959 12;12:00:00 AM;801;;C;;;;PA;1;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78534508;sa;ni934680;132;N;;;0;;S;;;;;;;;OTR;;;;Apr 2 2024  9;22AM;NOMBRE2_78534508;1;C;NOMBRE1_78534508;92;9204;;;0;1;0;904;N;;;;;
78534516;NOMBRE_78534516;P;1;238;IDENTIFCR_78534516;Oct 10 2006 12;12:00:00 AM;Mar 31 2010  8;18PM;;2;;;;;;;1;19;1600;S;N;COMENTARIO_78534516;0;NOMLAR_78534516;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78534516;;;;105;;IDENTIFD_78534516;N;;;APELLIDOP_78534516;APELLIDOS_78534516;F;Jul 28 1958 12;12:00:00 AM;112;;C;;;;PA;2;;1;;;Jan 1 2050 12;12:00:00 AM;A;;;NOMBRELAR_78534516;sa;;;N;;;0;;S;;;;;;;;OTR;;;;;NOMBRE2_78534516;;A;NOMBRE1_78534516;92;9299;;;0;1;0;;N;;;;;
78534524;NOMBRE_78534524;C;1;180;IDENTIFCR_78534524;Sep 2 1997 12;12:00:00 AM;Apr 2 2018  5;13PM;;3;2;;;;;;1;23;2500;S;N;COMENTARIO_78534524;0;NOMLAR_78534524;;;;N;2;880690;;;N;;0;Dec 27 1979 12;12:00:00 AM;COMCOMP_78534524;;;;;;;;;;;;;;IDENTIFN_78534524;;;0;96;;IDENTIFD_78534524;;;;;;;;;;;;;;;;;;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78534524;sa;sc06763;132;N;;;;;S;;;;;;;;OTR;;;;Apr 2 2018  5;13PM;;;;;91;9237;0;0;1;1;0;;N;;;;;
78534532;NOMBRE_78534532;C;1;172;IDENTIFCR_78534532;Jun 20 2024 12;12:00:00 AM;Sep 2 2024 11;19AM;;1;1;0;;;0;;1;94;2400;S;N;COMENTARIO_78534532;0;NOMLAR_78534532;;;;MB;3;78363797;;;N;450000;5500000;Nov 21 2023 12;12:00:00 AM;COMCOMP_78534532;99;;1;Nov 30 2023 12;12:00:00 AM;;;;;;;100;4500;;IDENTIFN_78534532;;;0;88;;IDENTIFD_78534532;;COR;;;;;;;;;;;;;;;;;;;A;;EXP. CON ERROR/ CLIENTE REGIONAL;NOMBRELAR_78534532;ni935292;ef97597;132;S;;;;;S;0;0;;;;;;OTR;;;;Aug 7 2024 11;02:00:00 AM;;;;;91;9240;0;0;1;1;0;;N;;;;
78534540;NOMBRE_78534540;C;1;172;IDENTIFCR_78534540;Sep 28 2016 12;12:00:00 AM;Sep 2 2024  3;25PM;;1;1;0;;;0;;1;88;2500;S;N;COMENTARIO_78534540;0;NOMLAR_78534540;;;;M;3;17532263;;;N;100000;15817725.26;Jul 18 2007 12;12:00:00 AM;COMCOMP_78534540;99;;1;Aug 16 2007 12;12:00:00 AM;;;;;;;5000;20;;IDENTIFN_78534540;;;0;73;;IDENTIFD_78534540;;COR;;;;;;;;;;;;;;;;;;;E;;CLIENTE ACTUALIZADO;NOMBRELAR_78534540;mw66733;ni934839;122;S;;;;;S;N/A;2;;;;;;OTR;;;;Jan 25 2017 12;12:00:00 PM;;;;;91;9238;0;0;1;1;0;;N;;;;
78534559;NOMBRE_78534559;C;1;174;IDENTIFCR_78534559;Jul 26 1996 12;12:00:00 AM;Feb 25 2016  6;41PM;;1;2;;;;;;1;18;2900;S;N;COMENTARIO_78534559;0;NOMLAR_78534559;;;;N;3;728329;;;N;;1000000;Sep 25 1991 12;12:00:00 AM;COMCOMP_78534559;;;;;;;;;;;;;;IDENTIFN_78534559;;;0;105;;IDENTIFD_78534559;;;;;;;;;;;;;;;;;;;;;A;;CLIENTE BLOQUEADO POR FALTA DE ACTUALIZACION/186;NOMBRELAR_78534559;sa;mr38057;186;N;;;;;S;;;;;;;;OTR;;;;;;;;;91;9237;0;0;1;1;0;;N;;;;;;
78534567;NOMBRE_78534567;C;1;132;IDENTIFCR_78534567;Oct 20 2017 12;12:00:00 AM;Oct 20 2017 12;12:00:00 AM;;1;0;0;;;0;;1;0;0;S;N;COMENTARIO_78534567;0;NOMLAR_78534567;;;;MB;3;77396799;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78534567;;;;;;IDENTIFD_78534567;;B&P;;;;;;;;;;;;;;;;;;;A;;;NOMBRELAR_78534567;op17143;;;S;;;;;S;;;;;;;;;;;;;;;;;92;9299;;;0;1;0;;N;;;;;;;
78534575;NOMBRE_78534575;C;1;230;IDENTIFCR_78534575;Aug 29 2018 12;12:00:00 AM;Nov 7 2018  4;35PM;;1;1;0;;;0;;1;107;2300;S;N;COMENTARIO_78534575;0;NOMLAR_78534575;;;;MB;7;565937;;;N;0;;Feb 14 1989 12;12:00:00 AM;COMCOMP_78534575;99;;1;Oct 6 1993 12;12:00:00 AM;;;;;;;0;0;;IDENTIFN_78534575;;;0;83;;IDENTIFD_78534575;;PYME;;;;;;;;;;;;;;;;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78534575;ni884148;sc06763;132;S;;;;;S;31/34;I;;;;;;ONG;;;;Oct 4 2018 10;46AM;;;;;91;9237;0;0;1;1;0;;N;;;;
78534583;NOMBRE_78534583;P;1;122;IDENTIFCR_78534583;Nov 18 2023 12;12:00:00 AM;Aug 17 2024 11;31AM;;2;;;;;;;1;1;1600;S;N;COMENTARIO_78534583;0;NOMLAR_78534583;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78534583;;;0;155;;IDENTIFD_78534583;N;COM;;APELLIDOP_78534583;APELLIDOS_78534583;M;Dec 17 1987 12;12:00:00 AM;2323;;C;;;;PA;2;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78534583;sa;ni934984;192;S;Mar 29 2021 12;12:00:00 AM;Mar 29 2031 12;12:00:00 AM;3;;S;;;;;;;;OTR;;;;Feb 8 2024 11;52AM;NOMBRE2_78534583;1;D;NOMBRE1_78534583;92;9299;;;0;1;0;604;N;;;
78534591;NOMBRE_78534591;C;1;172;IDENTIFCR_78534591;May 9 2018 12;12:00:00 AM;May 28 2018  7;04:00:00 PM;;1;1;0;;;0;;1;22;2400;S;N;COMENTARIO_78534591;0;NOMLAR_78534591;;;;N;3;77447873;;;N;100000;3125;Jun 5 2017 12;12:00:00 AM;COMCOMP_78534591;99;;1;Jun 8 2017 12;12:00:00 AM;;;;;;;100000;1;;IDENTIFN_78534591;;;0;63;;IDENTIFD_78534591;;PYME;;;;;;;;;;;;;;;;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78534591;vl74767;op17143;132;S;;;;;S;N/A;N/A;;;;;;OTR;;;;May 22 2018  3;53PM;;;;;91;9237;0;0;1;1;0;;N;;;;
78534605;NOMBRE_78534605;P;1;122;IDENTIFCR_78534605;Feb 26 2012 12;12:00:00 AM;Feb 26 2012 12;12:00:00 AM;;2;;;;;;;1;1;1300;S;N;COMENTARIO_78534605;;NOMLAR_78534605;;;;N;4;;;;;;;;COMCOMP_78534605;;;;;;;;;;;;;;IDENTIFN_78534605;;;;105;;IDENTIFD_78534605;N;;;APELLIDOP_78534605;APELLIDOS_78534605;F;May 13 1963 12;12:00:00 AM;0;;C;;;;PA;;;1;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78534605;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78534605;;F;NOMBRE1_78534605;92;9221;;;0;1;0;;N;;;;;
78534613;NOMBRE_78534613;C;1;174;IDENTIFCR_78534613;Sep 3 2009 12;12:00:00 AM;Mar 8 2011  7;57AM;;1;2;;;;;;1;18;1900;S;N;COMENTARIO_78534613;0;NOMLAR_78534613;;;;N;3;304337;;;N;;15000000;Feb 7 2009 12;12:00:00 AM;COMCOMP_78534613;;;;;;;;;;;;;;IDENTIFN_78534613;;;0;105;;IDENTIFD_78534613;;;;;;;;;;;;;;;;;;;;;A;;CLIENTE SIN ACTUALIZAR POR NO TENER RELACION FINANZAS;NOMBRELAR_78534613;sa;ap38471;178;N;;;;;S;;;;;;;;OTR;;;;Nov 30 2010  8;40AM;;;;;92;9299;;;0;1;0;;N;;;;;
78534621;NOMBRE_78534621;C;1;172;IDENTIFCR_78534621;Feb 24 2009 12;12:00:00 AM;Sep 6 2017  2;49PM;;1;2;;;;;;1;86;2200;S;N;COMENTARIO_78534621;0;NOMLAR_78534621;;;;N;3;1702281;;;N;6000000;45000000;Jan 13 2000 12;12:00:00 AM;COMCOMP_78534621;99;;1;Feb 10 2000 12;12:00:00 AM;;;;;;;6000;1000;;IDENTIFN_78534621;;;0;69;;IDENTIFD_78534621;;COM;;;;;;;;;;;;;;;;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78534621;sa;sc06763;132;N;;;;;S;26;2;;;;;;PEP;;;;Feb 16 2015  3;22PM;;;;;91;9240;0;0;1006246067;1;0;;N;;;;
78534630;NOMBRE_78534630;P;1;192;IDENTIFCR_78534630;Oct 18 2005 12;12:00:00 AM;Mar 6 2018 12;20PM;;1;;;;;;;1;20;1100;S;N;COMENTARIO_78534630;0;NOMLAR_78534630;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78534630;;;0;94;;IDENTIFD_78534630;N;B&P;;APELLIDOP_78534630;APELLIDOS_78534630;F;Dec 6 1946 12;12:00:00 AM;955;;S;;;;PA;3;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78534630;sa;op17143;132;N;;;3;;S;;;;;;;;OTR;;;;Mar 1 2018  7;14PM;NOMBRE2_78534630;1;A;NOMBRE1_78534630;92;9221;;;0;1;0;;N;;;;;
78534648;NOMBRE_78534648;P;1;238;IDENTIFCR_78534648;Apr 24 2007 12;12:00:00 AM;May 15 2024  1;56PM;;2;;;;;;;1;19;1600;S;N;COMENTARIO_78534648;0;NOMLAR_78534648;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78534648;;;0;105;;IDENTIFD_78534648;N;COM;;APELLIDOP_78534648;APELLIDOS_78534648;F;Feb 24 1959 12;12:00:00 AM;947;;S;;;;PA;2;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78534648;sa;ni934759;132;N;;;0;;S;;;;;;;;OTR;;;;Oct 16 2020  8;53AM;NOMBRE2_78534648;1;E;NOMBRE1_78534648;92;9204;;;0;1;0;1102;N;;;;;
78534656;NOMBRE_78534656;P;1;192;IDENTIFCR_78534656;Jul 14 1998 12;12:00:00 AM;Apr 19 2011  8;26AM;;2;;;;;;;1;20;1000;S;N;COMENTARIO_78534656;0;NOMLAR_78534656;;;;;4;;;;;;;;;;;;;;;;;;;;;APELLIDOC_78534656;IDENTIFN_78534656;;;0;59;;IDENTIFD_78534656;N;;;APELLIDOP_78534656;APELLIDOS_78534656;F;Jan 4 1957 12;12:00:00 AM;200;;C;;;;PA;3;;1;;;;A;;CLIENTE SIN ACTUALIZAR POR NO TENER FINANZAS CON EL BANCO;NOMBRELAR_78534656;sa;kl39596;132;N;;;3;;S;;;;;;;;OTR;;;;Apr 19 2011  8;26AM;NOMBRE2_78534656;1;I;NOMBRE1_78534656;92;9299;;;0;1;0;;N;;;;;
78534664;NOMBRE_78534664;C;1;172;IDENTIFCR_78534664;Nov 13 2007 12;12:00:00 AM;Jul 14 2025  7;09:00:00 PM;;1;2;;;;;;1;22;1900;S;N;COMENTARIO_78534664;0;NOMLAR_78534664;;;;N;3;541425;;;N;1000;;Sep 5 2007 12;12:00:00 AM;COMCOMP_78534664;6;;1;Sep 5 2007 12;12:00:00 AM;;;;;;;100;5000;;IDENTIFN_78534664;;;0;68;;IDENTIFD_78534664;;PYME;;;;;;;;;;;;;;;;;;;A;;ACTUALIZADO;NOMBRELAR_78534664;sa;kl39596;132;N;;;;;S;D4;A8;;;;;;OTR;;;;Feb 22 2011  5;59PM;;;;;91;9237;0;0;1;1;0;;N;;;;
78534672;NOMBRE_78534672;C;1;172;IDENTIFCR_78534672;Apr 7 2006 12;12:00:00 AM;Mar 8 2011  7;57AM;;1;2;;;;;;1;22;1900;S;N;COMENTARIO_78534672;0;NOMLAR_78534672;;;;N;3;1633346;;;N;;118.52;Feb 3 2006 12;12:00:00 AM;COMCOMP_78534672;;;;;;;;;;;;;;IDENTIFN_78534672;;;0;53;;IDENTIFD_78534672;;;;;;;;;;;;;;;;;;;;;A;;CLIENTE NO ACTUALIZADO POR NO TENER RELACION FINANZAS;NOMBRELAR_78534672;sa;ap38471;178;N;;;;;S;;;;;;;;OTR;;;;Nov 30 2010  9;13AM;;;;;92;9299;;;0;1;0;;N;;;;;
78534680;NOMBRE_78534680;C;1;174;IDENTIFCR_78534680;Aug 6 2009 12;12:00:00 AM;Jun 16 2012 11;01:00:00 AM;;1;2;;;;;;1;18;2400;S;N;COMENTARIO_78534680;0;NOMLAR_78534680;;;;N;3;1732635;;;N;;58029.56;Jun 16 1993 12;12:00:00 AM;COMCOMP_78534680;;;;;;;;;;;;;;IDENTIFN_78534680;;;0;105;;IDENTIFD_78534680;;;;;;;;;;;;;;;;;;;;;A;;CLIENTE SIN ACTUALIZAR POR NO TENER FINANZAS CON EL BANCO;NOMBRELAR_78534680;sa;mt42269;210;N;;;;;S;;;;;;;;OTR;;;;;;;;;91;9237;0;0;1;1;0;;N;;;;;;
78534699;NOMBRE_78534699;C;1;172;IDENTIFCR_78534699;Dec 21 2016 12;12:00:00 AM;Jul 22 2024 12;12:00:00 AM;;1;1;0;;;0;;1;22;2100;S;N;COMENTARIO_78534699;0;NOMLAR_78534699;;;;MB;3;110338;;;N;40500000;337370;Apr 10 2015 12;12:00:00 AM;COMCOMP_78534699;99;;1;May 13 2015 12;12:00:00 AM;;;;;;;40500;1000;;IDENTIFN_78534699;;;0;61;;IDENTIFD_78534699;;PYME;;;;;;;;;;;;;;;;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78534699;ks28135;sc06763;132;S;;;;;S;N/A;N/A;;;;;;OTR;;;;Feb 10 2017  2;47PM;;;;;91;9240;0;0;1;1;0;;N;;;;
78534702;NOMBRE_78534702;P;1;192;IDENTIFCR_78534702;Aug 12 2009 12;12:00:00 AM;Mar 31 2010  8;49PM;;2;;;;;;;35;20;1000;S;N;COMENTARIO_78534702;0;NOMLAR_78534702;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78534702;;;;105;;IDENTIFD_78534702;N;;;APELLIDOP_78534702;;M;Dec 9 1955 12;12:00:00 AM;0;B018415;C;;;;PA;3;;1;;;Apr 6 2014 12;12:00:00 AM;A;;;NOMBRELAR_78534702;sa;;;N;;;3;;S;;;;;;;;OTR;;;;;NOMBRE2_78534702;;E;NOMBRE1_78534702;92;9299;;;0;1;0;;N;;;;;
78534710;NOMBRE_78534710;P;1;122;IDENTIFCR_78534710;Feb 13 2013 12;12:00:00 AM;Apr 18 2013 10;20AM;;2;;;;;;;1;23;1000;S;N;COMENTARIO_78534710;0;NOMLAR_78534710;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78534710;;;0;105;;IDENTIFD_78534710;N;B&P;;APELLIDOP_78534710;APELLIDOS_78534710;M;Jan 2 1983 12;12:00:00 AM;100;;S;;;;PA;1;;1;;;;A;;CLIENTE ACTUALIZADO;NOMBRELAR_78534710;sa;kl39596;132;S;;;0;;S;;;;;;;;OTR;;;;Apr 18 2013 10;20AM;NOMBRE2_78534710;1;A;NOMBRE1_78534710;92;9204;;;0;1;0;;N;;;;;
78534729;NOMBRE_78534729;P;1;122;IDENTIFCR_78534729;Feb 26 2012 12;12:00:00 AM;Feb 26 2012 12;12:00:00 AM;;2;;;;;;;1;1;1900;S;N;COMENTARIO_78534729;;NOMLAR_78534729;;;;N;4;;;;;;;;COMCOMP_78534729;;;;;;;;;;;;;;IDENTIFN_78534729;;;;105;;IDENTIFD_78534729;N;;;APELLIDOP_78534729;APELLIDOS_78534729;F;Sep 8 1974 12;12:00:00 AM;0;;C;;;;PA;;;1;;Feb 26 2012 12;12:00:00 AM;;A;;;NOMBRELAR_78534729;;;;;;;0;;;;;;;;;;OTR;;;;;NOMBRE2_78534729;;A;NOMBRE1_78534729;92;9299;;;0;1;0;;N;;;;;
78534737;NOMBRE_78534737;C;1;172;IDENTIFCR_78534737;Nov 1 1997 12;12:00:00 AM;Oct 26 2022  1;42PM;;1;;;;;;;1;22;0;S;N;COMENTARIO_78534737;0;NOMLAR_78534737;;;;N;3;1048149;;;N;;0;Jan 1 1900 12;12:00:00 AM;COMCOMP_78534737;;;;;;;;;;;;;;IDENTIFN_78534737;;;0;105;;IDENTIFD_78534737;;;;;;;;;;;;;;;;;;;;;A;;CLIENTE INACTIVO SIN ACTUALIZAR;NOMBRELAR_78534737;sa;mm32373;172;N;;;;;S;2485;;;;;;;OTR;;;;Aug 19 2011  4;43PM;;;;;91;9237;0;0;1;1;0;;N;;;;;
78534745;NOMBRE_78534745;C;1;174;IDENTIFCR_78534745;May 10 2005 12;12:00:00 AM;Nov 28 2012  7;13PM;;2;2;;;;;;1;18;2500;S;N;COMENTARIO_78534745;0;NOMLAR_78534745;;;;N;3;811422;;;N;;50000;Oct 6 2003 12;12:00:00 AM;COMCOMP_78534745;;;;;;;;;;;;;;IDENTIFN_78534745;;;0;55;;IDENTIFD_78534745;;;;;;;;;;;;;;;;;;;;;A;;CLIENTE SIN ACTUALIZAR POR NO TENER FINANZAS CON EL BANCO/174;NOMBRELAR_78534745;sa;iu46783;172;N;;;;;S;;;;;;;;OTR;;;;;;;;;91;9237;0;0;1;1;0;;N;;;;;;
78534753;NOMBRE_78534753;P;1;192;IDENTIFCR_78534753;Feb 19 2024 12;12:00:00 AM;Feb 19 2024 12;12:00:00 AM;;1;0;0;;;0;;1;0;1200;S;N;COMENTARIO_78534753;0;NOMLAR_78534753;;;;;4;;;;;;;;;;;;;;;;;;;;;;IDENTIFN_78534753;;;;;;IDENTIFD_78534753;;;;APELLIDOP_78534753;;F;Aug 24 1968 12;12:00:00 AM;0;;S;;;;PA;0;0;0;0;;;A;;;NOMBRELAR_78534753;ni934967;;;S;;;;;S;;;;;;Nov 28 2019 12;12:00:00 AM;Nov 28 2029 12;12:00:00 AM;;;; ;;NOMBRE2_78534753;;;NOMBRE1_78534753;92;9299;;;0;1;0;;N;;;;
